recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, delay, effect_size_ph, hazard_trt, random_withdrawal, rmst_trt, median_survival_trt, rmst_ctrl, median_survival_ctrl, gAHR, AHR, ms_surv_8_trt, ms_surv_12_trt, ms_surv_8_ctrl, ms_surv_12_ctrl, cutoff_used
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 121.75, 0.8, 0.0023744619693218, 0.000329941445445032, 362.76636711891, 219.055858409954, 263.472075447483, 182.625, 0.744195071736544, 0.746564646963429, 0.471805306303264, 0.353355866344944, 0.39685026299205, 0.25, 3878.91677818991
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 121.75, 0.8, 0.0023744619693218, 0.000329941445445032, 362.76636711891, 219.055858409954, 263.472075447483, 182.625, 0.744195071736544, 0.746564646963429, 0.471805306303264, 0.353355866344944, 0.39685026299205, 0.25, 3878.91677818991
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 121.75, 0.8, 0.00258701993175219, 0.00034624427785479, 340.970260773878, 211.060892950932, 263.47182518005, 182.625, 0.78549834384869, 0.78688409968752, 0.459752123329742, 0.33553215881875, 0.39685026299205, 0.25, 3560.21237367816
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 121.75, 0.8, 0.00258701993175219, 0.00034624427785479, 340.970260773878, 211.060892950932, 263.47182518005, 182.625, 0.78549834384869, 0.78688409968752, 0.459752123329742, 0.33553215881875, 0.39685026299205, 0.25, 3560.21237367816
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 121.75, 0.8, 0.000484929862086496, 0.000236771940326702, 2026.27181426975, 1392.30658010704, 1580.82351923417, 1095.75, 0.781857185917372, 0.782006348568304, 0.872793262323076, 0.822755032238301, 0.857243982853073, 0.7937005259841, 18993.1391982071
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 121.75, 0.8, 0.000484929862086496, 0.000236771940326702, 2026.27181426975, 1392.30658010704, 1580.82351923417, 1095.75, 0.781857185917372, 0.782006348568304, 0.872793262323076, 0.822755032238301, 0.857243982853073, 0.7937005259841, 18993.1391982071
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 121.75, 0.8, 0.000510507538798147, 0.000243191126156176, 1930.61553444839, 1328.64858687476, 1580.81561579395, 1095.75, 0.819958227285944, 0.820032956354078, 0.870079539983437, 0.817646703005415, 0.857243982853073, 0.7937005259841, 18041.5364553861
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 121.75, 0.8, 0.000510507538798147, 0.000243191126156176, 1930.61553444839, 1328.64858687476, 1580.81561579395, 1095.75, 0.819958227285944, 0.820032956354078, 0.870079539983437, 0.817646703005415, 0.857243982853073, 0.7937005259841, 18041.5364553861
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 121.75, 0.8, 0.000510507538798147, 0.000243191126156176, 1930.61553444839, 1328.64858687476, 1580.81561579395, 1095.75, 0.819958227285944, 0.820032956354078, 0.870079539983437, 0.817646703005415, 0.857243982853073, 0.7937005259841, 18041.5364553861
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 121.75, 0.8, 0.000510507538798147, 0.000243191126156176, 1930.61553444839, 1328.64858687476, 1580.81561579395, 1095.75, 0.819958227285944, 0.820032956354078, 0.870079539983437, 0.817646703005415, 0.857243982853073, 0.7937005259841, 18041.5364553861
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 121.75, 0.8, 0.000510507538798147, 0.000243191126156176, 1930.61553444839, 1328.64858687476, 1580.81561579395, 1095.75, 0.819958227285944, 0.820032956354078, 0.870079539983437, 0.817646703005415, 0.857243982853073, 0.7937005259841, 18041.5364553861
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 121.75, 0.8, 0.000510507538798147, 0.000243191126156176, 1930.61553444839, 1328.64858687476, 1580.81561579395, 1095.75, 0.819958227285944, 0.820032956354078, 0.870079539983437, 0.817646703005415, 0.857243982853073, 0.7937005259841, 18041.5364553861
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 121.75, 0.8, 0.0011669998711882, 0.000633605588795707, 788.75027209564, 517.721012321367, 526.944198827662, 365.25, 0.679901796171452, 0.681805174411786, 0.688574820819348, 0.597373024641155, 0.629960524947437, 0.5, 7892.32338354803
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 121.75, 0.8, 0.0011669998711882, 0.000633605588795707, 788.75027209564, 517.721012321367, 526.944198827662, 365.25, 0.679901796171452, 0.681805174411786, 0.688574820819348, 0.597373024641155, 0.629960524947437, 0.5, 7892.32338354803
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 121.75, 0.8, 0.00129986242979598, 0.000671140209919078, 719.240414555719, 477.247712512411, 526.94360166427, 365.25, 0.740583804993341, 0.741549001992588, 0.677526026807375, 0.578356070045724, 0.629960524947437, 0.5, 7085.62703317901
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 121.75, 0.8, 0.00129986242979598, 0.000671140209919078, 719.240414555719, 477.247712512411, 526.94360166427, 365.25, 0.740583804993341, 0.741549001992588, 0.677526026807375, 0.578356070045724, 0.629960524947437, 0.5, 7085.62703317901
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 121.75, 0.8, 0.00148053675011508, 0.00071823109239043, 644.729016953338, 433.865265181617, 526.940431674665, 365.25, 0.821176297019334, 0.821467466690785, 0.662785142786424, 0.553463341798541, 0.629960524947437, 0.5, 6220.9468095002
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 121.75, 0.8, 0.00148053675011508, 0.00071823109239043, 644.729016953338, 433.865265181617, 526.940431674665, 365.25, 0.821176297019334, 0.821467466690785, 0.662785142786424, 0.553463341798541, 0.629960524947437, 0.5, 6220.9468095002
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.3, 121.75, 0.8, 0.00155035378421569, 0.000735364904229335, 620.593398803997, 419.809788080607, 526.937672463124, 365.25, 0.851743589547402, 0.851908290467307, 0.657175197348421, 0.544133745501118, 0.629960524947437, 0.5, 5940.79910388685
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.3, 121.75, 0.8, 0.00155035378421569, 0.000735364904229335, 620.593398803997, 419.809788080607, 526.937672463124, 365.25, 0.851743589547402, 0.851908290467307, 0.657175197348421, 0.544133745501118, 0.629960524947437, 0.5, 5940.79910388685
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 121.75, 0.8, 0.00175197144401744, 0.00108902545111086, 457.022859262295, 253.629466971694, 263.472181273306, 182.625, 0.614483835503918, 0.623317100157878, 0.508952471162526, 0.411188650152412, 0.39685026299205, 0.25, 5257.12927766448
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 121.75, 0.8, 0.00175197144401744, 0.00108902545111086, 457.022859262295, 253.629466971694, 263.472181273306, 182.625, 0.614483835503918, 0.623317100157878, 0.508952471162526, 0.411188650152412, 0.39685026299205, 0.25, 5257.12927766448
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.3, 121.75, 0.8, 0.00203049746426317, 0.00118182437783949, 407.704768506259, 235.539386223386, 263.472173055883, 182.625, 0.674346073032287, 0.679502307281747, 0.491982965209415, 0.384226040316486, 0.39685026299205, 0.25, 4536.00190794548
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0.3, 121.75, 0.8, 0.00203049746426317, 0.00118182437783949, 407.704768506259, 235.539386223386, 263.472173055883, 182.625, 0.674346073032287, 0.679502307281747, 0.491982965209415, 0.384226040316486, 0.39685026299205, 0.25, 4536.00190794548
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 121.75, 0.8, 0.0023744619693218, 0.00128547705481455, 362.76636711891, 219.055858409954, 263.472075447483, 182.625, 0.744195071736544, 0.746564646963429, 0.471805306303264, 0.353355866344944, 0.39685026299205, 0.25, 3878.91677818991
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 121.75, 0.8, 0.0023744619693218, 0.00128547705481455, 362.76636711891, 219.055858409954, 263.472075447483, 182.625, 0.744195071736544, 0.746564646963429, 0.471805306303264, 0.353355866344944, 0.39685026299205, 0.25, 3878.91677818991
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.3, 121.75, 0.8, 0.00258701993175219, 0.00134450013896174, 340.970260773878, 211.060892950932, 263.47182518005, 182.625, 0.78549834384869, 0.78688409968752, 0.459752123329742, 0.33553215881875, 0.39685026299205, 0.25, 3560.21237367816
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.3, 121.75, 0.8, 0.00258701993175219, 0.00134450013896174, 340.970260773878, 211.060892950932, 263.47182518005, 182.625, 0.78549834384869, 0.78688409968752, 0.459752123329742, 0.33553215881875, 0.39685026299205, 0.25, 3560.21237367816
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 182.625, 0.8, 0.000477317437924507, 0, 2038.73519612334, 1392.76861632851, 1580.82518831262, 1095.75, 0.778112392346999, 0.778337847522378, 0.865384615111265, 0.816527548666325, 0.857243982853073, 0.7937005259841, 19296.0483740653
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 182.625, 0.8, 0.000477317437924507, 0, 2038.73519612334, 1392.76861632851, 1580.82518831262, 1095.75, 0.778112392346999, 0.778337847522378, 0.865384615111265, 0.816527548666325, 0.857243982853073, 0.7937005259841, 19296.0483740653
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 182.625, 0.8, 0.000508397442868953, 0, 1924.63031935859, 1318.78856370131, 1580.81642426549, 1095.75, 0.823100105383719, 0.823227608909968, 0.86374885939494, 0.811906077919521, 0.857243982853073, 0.7937005259841, 18116.4175807042
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 182.625, 0.8, 0.000508397442868953, 0, 1924.63031935859, 1318.78856370131, 1580.81642426549, 1095.75, 0.823100105383719, 0.823227608909968, 0.86374885939494, 0.811906077919521, 0.857243982853073, 0.7937005259841, 18116.4175807042
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 182.625, 0.8, 0.000510507538798147, 0, 1917.38885638638, 1314.09242519509, 1580.81561579395, 1095.75, 0.826134550039328, 0.826246788707889, 0.86363791617458, 0.811593265098562, 0.857243982853073, 0.7937005259841, 18041.5364553861
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 182.625, 0.8, 0.000510507538798147, 0, 1917.38885638638, 1314.09242519509, 1580.81561579395, 1095.75, 0.826134550039328, 0.826246788707889, 0.86363791617458, 0.811593265098562, 0.857243982853073, 0.7937005259841, 18041.5364553861
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 182.625, 0.8, 0.000510507538798147, 0, 1917.38885638638, 1314.09242519509, 1580.81561579395, 1095.75, 0.826134550039328, 0.826246788707888, 0.86363791617458, 0.811593265098562, 0.857243982853073, 0.7937005259841, 18041.5364553861
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 182.625, 0.8, 0.000510507538798147, 0, 1917.38885638638, 1314.09242519509, 1580.81561579395, 1095.75, 0.826134550039328, 0.826246788707888, 0.86363791617458, 0.811593265098562, 0.857243982853073, 0.7937005259841, 18041.5364553861
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 182.625, 0.8, 0.0010766852539039, 0, 811.194931063342, 504.514418493797, 526.944316751168, 365.25, 0.669815039489391, 0.673296726216081, 0.662246917709306, 0.580884559423998, 0.629960524947437, 0.5, 8554.34802193199
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 182.625, 0.8, 0.0010766852539039, 0, 811.194931063342, 504.514418493797, 526.944316751168, 365.25, 0.669815039489391, 0.673296726216081, 0.662246917709306, 0.580884559423998, 0.629960524947437, 0.5, 8554.34802193199
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0, 182.625, 0.8, 0.00117048388241008, 0, 758.378533704648, 478.719286720431, 526.944191311807, 365.25, 0.710563857877273, 0.712903987494443, 0.658476268862754, 0.57101876338028, 0.629960524947437, 0.5, 7868.83143833788
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0, 182.625, 0.8, 0.00117048388241008, 0, 758.378533704648, 478.719286720431, 526.944191311807, 365.25, 0.710563857877273, 0.712903987494443, 0.658476268862754, 0.57101876338028, 0.629960524947437, 0.5, 7868.83143833788
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 182.625, 0.8, 0.00137344559033839, 0, 669.115308865599, 434.963784090153, 526.942797520631, 365.25, 0.795615073102167, 0.796388837010833, 0.650390653921078, 0.550240902990063, 0.629960524947437, 0.5, 6706.01037039037
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 182.625, 0.8, 0.00137344559033839, 0, 669.115308865599, 434.963784090153, 526.942797520631, 365.25, 0.795615073102167, 0.796388837010833, 0.650390653921078, 0.550240902990063, 0.629960524947437, 0.5, 6706.01037039037
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 182.625, 0.8, 0.00145688551025403, 0, 639.641454410473, 420.511634083924, 526.941117450137, 365.25, 0.82948592629825, 0.829919529038845, 0.647095432268084, 0.541919774194209, 0.629960524947437, 0.5, 6321.93834529262
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 182.625, 0.8, 0.00145688551025403, 0, 639.641454410473, 420.511634083924, 526.941117450137, 365.25, 0.82948592629825, 0.829919529038845, 0.647095432268084, 0.541919774194209, 0.629960524947437, 0.5, 6321.93834529262
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 182.625, 0.8, 0.000477317437924507, 6.0676562949134e-05, 2038.73519612334, 1392.76861632851, 1580.82518831262, 1095.75, 0.778112392346999, 0.778337847522378, 0.865384615111265, 0.816527548666325, 0.857243982853073, 0.7937005259841, 19296.0483740653
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 182.625, 0.8, 0.000477317437924507, 6.0676562949134e-05, 2038.73519612334, 1392.76861632851, 1580.82518831262, 1095.75, 0.778112392346999, 0.778337847522378, 0.865384615111265, 0.816527548666325, 0.857243982853073, 0.7937005259841, 19296.0483740653
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 182.625, 0.8, 0.000508397442868953, 6.27948806634881e-05, 1924.63031935859, 1318.78856370131, 1580.81642426549, 1095.75, 0.823100105383719, 0.823227608909968, 0.86374885939494, 0.811906077919521, 0.857243982853073, 0.7937005259841, 18116.4175807042
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 182.625, 0.8, 0.000508397442868953, 6.27948806634881e-05, 1924.63031935859, 1318.78856370131, 1580.81642426549, 1095.75, 0.823100105383719, 0.823227608909968, 0.86374885939494, 0.811906077919521, 0.857243982853073, 0.7937005259841, 18116.4175807042
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 182.625, 0.8, 0.000510507538798147, 6.29347726011484e-05, 1917.38885638638, 1314.09242519509, 1580.81561579395, 1095.75, 0.826134550039328, 0.826246788707889, 0.86363791617458, 0.811593265098562, 0.857243982853073, 0.7937005259841, 18041.5364553861
